video,frame,knee_left,knee_right,hip_left,hip_right,trunk_angle,motion_energy
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,0,126.0384873954612,121.0673984390287,116.60308569424663,110.37097452064727,178.82373502121072,0.0
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,1,126.23466619566398,122.19339532468572,116.66459373169036,111.33769155770212,178.84453738774704,0.0008795040753126072
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,2,126.73480061261944,123.0112214190849,116.97329712135834,111.99830900293206,178.85829347384703,0.0008076394515636595
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,3,128.33672566878565,125.43978245029305,118.17333202714634,114.10435440329918,178.86585514819689,0.001777183758599594
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,4,129.73327101145608,126.73613487260165,119.46384597965002,115.15194413408304,178.8504892828696,0.0015194455115690626
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,5,131.24885243349215,128.20771072444015,121.02075960594699,116.42512570864425,178.82524575062195,0.0015543121000680166
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,6,132.82923645055357,129.24130715092986,122.72134050222567,117.31872802245547,178.7953466744143,0.0017171608959345684
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,7,134.02851889250263,129.80536840931484,124.1872002257228,117.84719817022017,178.7576066838712,0.0017843370977516917
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,8,133.9833065564465,129.58034562142515,124.53695686836483,117.67174045117224,178.7349750194736,0.0015100089426078103
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,9,133.88832383473533,129.1417315768766,124.66728257972379,117.3092336920428,178.71932518498915,0.0013220000490519505
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,10,133.17615126376103,128.35930861842533,124.20279047951165,116.6653721200619,178.71032567273593,0.0010425589837279457
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,11,131.9331466166299,127.64815586813383,123.1941486790232,116.16874908526937,178.73646998355028,0.0011382646452195754
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,12,130.33572825822142,127.22274637349128,121.7279363032962,115.96125526586866,178.8391616599299,0.0016623354367864443
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,13,128.82039192266674,127.13238514790909,120.17546581651003,116.10314017298018,179.03715188601595,0.00223355386752303
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,14,127.24035421284376,127.29568622712011,118.56605141373639,116.48727294089531,179.27342875484752,0.002404758616300981
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,15,126.0693221941382,127.41250419858088,117.1529636512057,116.81263481745513,179.57579601920247,0.002869432844966665
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,16,125.21464432317244,127.54725766989094,115.86961094995075,117.13498432310327,179.94926362163292,0.00357053494416559
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,17,124.88988833046714,127.44776165020463,114.96403864768541,117.19630024265473,179.6457119847024,0.004259007101384812
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,18,124.65165201960555,126.95295045273568,114.10589291980024,116.84338659252282,179.24474453341946,0.0050686600070997375
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,19,124.36855842091539,126.01769188913106,113.03379918790378,116.09346339272254,178.77391531308655,0.00629422364145311
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,20,123.61026105713827,124.6643376825398,111.50541010621441,114.97142974593162,178.2722964138956,0.007093607562673364
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,21,122.09017555715282,122.34094586607277,109.40838433576916,113.04410170617089,177.7670515111058,0.0071309226514023934
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,22,119.5398394044116,119.18253438976319,106.67020008157066,110.49223208775437,177.29935252181522,0.006316330259417855
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,23,116.41442058671879,116.3251800231397,103.720485441714,108.3596283266486,176.83590671358303,0.0053818519780655305
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,24,113.27789577399226,113.8809590471837,101.09294250861626,106.67889222601022,176.45835848196086,0.004950852444240749
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,25,111.21320192022291,112.35735475944502,99.61683686062129,105.84055879796595,176.1269747017062,0.004659616108741234
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,26,110.42323711341726,112.50438996767434,99.3360481686785,106.49230887813158,175.8329607461244,0.004726628700564086
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,27,111.52058811751726,115.5653809668195,100.74041159456429,109.82809941685693,175.5114775260026,0.005022778673254472
WhatsApp Video 2025-10-12 at 9.49.13 PM (3).mp4,28,114.3857738016162,120.99345578354495,103.62935334258324,115.35467937422236,175.2084145411037,0.005516827858231172
