video,frame,knee_left,knee_right,hip_left,hip_right,trunk_angle,motion_energy
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,0,172.17327956442105,158.37044122824838,167.9987925872397,148.26840721890719,178.44279734935927,0.0
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,1,170.96926508546588,156.65332483735585,168.59996281982689,146.82642358597408,178.59969380119523,0.002026460424323876
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,2,170.14283765723496,154.7432916275161,168.87214429096136,145.16399285089074,178.73519382814905,0.001922622775515762
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,3,168.4419051835767,151.4158384431024,169.43147069528072,142.3502969604247,179.03152055595385,0.004132793795364049
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,4,167.9023733469245,148.55688755937294,169.05832739804146,139.96607114044633,179.34346818089497,0.004601609231198377
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,5,167.9537633642497,146.72454323187105,168.06942660817697,138.53667057282246,179.79075366317107,0.005988625018128036
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,6,168.5917539635624,145.52250096079888,166.53659551715086,137.61565399688342,179.6820461766979,0.006795201212990314
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,7,169.36134861512272,145.7832290947683,164.99920099549857,137.9735165366739,179.1397701789722,0.007135942391964279
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,8,170.09304146859952,147.8681197096315,163.69835458460562,139.90584796548848,178.64808590007686,0.007525623435660381
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,9,170.71473760853664,151.68104461275516,162.57952392263513,143.2712372266356,178.2240751630088,0.007554490340229339
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,10,170.65007717259508,155.12873780053985,162.44318846571122,146.1395921653389,178.07450042471046,0.007131850357638356
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,11,169.95263396969742,158.02936592491005,163.38388243457578,148.37133138749803,178.2442437531556,0.007300749048657545
WhatsApp Video 2025-10-12 at 9.49.14 PM (1).mp4,12,169.55184541708326,160.14495847358543,164.4186941842628,149.83164851532,178.5930731452521,0.007384880476001457
