video,frame,knee_left,knee_right,hip_left,hip_right,trunk_angle,motion_energy
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,0,149.06154542096974,149.62595503576736,132.90098531945472,142.3522875332117,179.91524184186835,0.0
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,1,147.59152866873993,148.3933133932064,131.1858016841728,141.3605051442152,179.98473151854887,0.0023261297829857497
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,2,146.54934777974253,147.35905202462362,129.95832080863278,140.4679628835366,179.9048574269733,0.0027117293222550984
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,3,143.76448895094663,145.0096282318845,126.87475095845934,138.49269709715333,179.72517470233385,0.005260436363314634
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,4,143.35270668716157,144.4433822676218,125.88758851245757,138.03442135579212,179.52069841730537,0.005934875089148843
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,5,143.96831456100384,144.7005129162523,125.887359079217,138.1342947768987,179.3395472265506,0.006738932980473198
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,6,144.56916694608194,145.15198442836234,125.92052854719765,138.3616827785761,179.1286809057233,0.00829892992667596
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,7,145.33245090278945,145.97973009710714,126.1145808173606,138.9498478408943,178.93865430270907,0.009341246073996735
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,8,146.22242522114985,146.8172259840255,126.53633992180265,139.57031589456597,178.77635360623677,0.009740584022091676
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,9,147.38084504301244,148.19538991003128,127.50306749152546,140.73875862300798,178.71034368872733,0.00929516263501722
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,10,149.60948267986797,149.39085883437113,129.74172569097055,141.80594945806783,178.74129798177248,0.008490287840677983
WhatsApp Video 2025-10-12 at 9.47.33 PM.mp4,11,153.37936882262073,150.9531109603122,133.8636272433393,143.2311622412526,178.93862230211454,0.0061933618665501984
