video,frame,knee_left,knee_right,hip_left,hip_right,trunk_angle,motion_energy
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,0,99.09447514677767,115.24109003102897,91.87291907382443,100.47532647840548,178.50175076355714,0.0
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,1,98.74995699404089,113.30010239528652,91.46411210795453,98.81832137171959,178.51231613953763,0.0007612614302966421
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,2,98.17280603709713,111.3382578740603,90.97817305541967,97.13934307897058,178.50818811677541,0.001069347725240134
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,3,97.17958194731898,107.79058913861273,90.13249179572159,94.11043507191957,178.49976225329976,0.0018127093342449204
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,4,96.09501367622123,103.61451221230455,89.36092540528017,90.3399745856195,178.363012884931,0.0019203929655342137
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,5,94.99689227987197,100.33803039808892,88.6683957576419,87.33503909389067,178.18936919671265,0.001925376813473661
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,6,94.05752666748279,97.62061895924516,88.16645947655836,84.80339733599794,177.9656125348304,0.002096866071418982
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,7,93.1512637093814,95.47074591643786,87.6025243936694,82.72845578009536,177.71423382971645,0.001868517585631387
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,8,92.31304025431511,93.92045936379968,86.97218423514335,81.2172077799342,177.49087506181587,0.001678986123189717
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,9,91.50313881851285,93.37804033289655,86.2895579283759,80.67424108762079,177.35751477793426,0.001383099938506434
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,10,90.75627635011291,92.94958943575098,85.53424989720934,80.23735697942702,177.27060482838493,0.0011522459168810154
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,11,90.11704074521045,92.80367975626349,84.8368474399045,80.06774892339762,177.22196123219732,0.0007933953608855605
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,12,89.76318412357048,92.91444491581875,84.36993846790982,80.15197035337711,177.1942310781693,0.000648722263109408
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,13,89.54547264798178,93.02610307168443,83.98040217860695,80.25404372392273,177.1795179749245,0.0006921751125992943
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,14,89.3841591911263,93.15674660391342,83.58900581979834,80.40042680072129,177.18819208491757,0.0009295234858654994
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,15,89.16655760059353,93.2822833393374,83.08699841036398,80.54838656242585,177.23669057854875,0.0012598505711028645
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,16,88.74358579035336,93.2933439234612,82.23693162375677,80.61190783896555,177.37559203153262,0.0020497663262219142
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,17,88.14618945683863,93.30639304293784,81.0644138600637,80.71191829666397,177.64413736994527,0.0031850326029153548
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,18,87.39730891700236,93.39453176700998,79.648627045802,80.8829200604797,177.98460151050563,0.004105307363790242
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,19,86.68449889191257,93.63412309796227,78.16122505100047,81.18252864463702,178.38868659818053,0.004982323330051532
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,20,86.19202783870334,94.14330272807096,76.88693152065908,81.72947747081781,178.80215792374693,0.0052979487978246755
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,21,86.65148801416818,95.66354654247901,76.82596457972457,83.20976235144461,179.1418377937115,0.005633784053535116
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,22,87.81016110418088,98.34180458665583,77.78879077358265,85.780256557854,179.35084905397926,0.005468608083765368
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,23,90.06463033501056,101.90350252045626,80.075822931142,89.20416598751976,179.50736684061405,0.0052533661673971575
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,24,93.13319872710369,106.74081932970266,83.38938376995117,93.8832398399672,179.59555943454197,0.00549302846767791
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,25,96.60494662977035,111.96224671373656,87.33658984782322,98.99698893686822,179.62693902304056,0.006238986327756417
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,26,99.5354940400699,116.35264039175182,90.64481722651693,103.34785274627865,179.66793788160237,0.005266556145586178
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,27,103.83775183994342,121.79526117195078,95.26666234412481,108.802180998719,179.7079017741547,0.0059691075153321125
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,28,108.25641291494814,126.9990785759422,100.01142017062122,114.04603048244262,179.59648438404253,0.00555886413713217
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,29,113.27125600557406,132.0384989616574,105.29668743068217,119.06555157479494,179.41680237351449,0.005233606443783076
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,30,118.7936204646109,136.89604024518866,110.82137374014539,123.68384927034236,179.25243783665135,0.007789454354256236
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,31,125.46284394014326,141.6903424139655,117.23903911381727,128.28990981785532,179.10470612063241,0.010552762870958757
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,32,131.88258760318107,145.30629410312525,123.28462908920002,131.64695868609587,178.9051742612378,0.012650264975233017
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,33,137.8088614561004,147.37417967959473,129.05771333287774,133.23315670116963,178.52347794846295,0.01396395989868859
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,34,142.54701357659135,148.46404862472292,134.15085677141218,133.72900603107638,177.92901873209124,0.014653776865928371
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,35,146.12734883656364,149.479480692849,138.24319135214523,134.32273244948954,177.41399810193036,0.014272735231682898
WhatsApp Video 2025-10-12 at 9.49.13 PM.mp4,36,148.58858241348742,150.70891637799934,141.72790277886796,134.94010302567287,176.8236460382013,0.014407479187759687
