video,frame,knee_left,knee_right,hip_left,hip_right,trunk_angle,motion_energy
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,0,119.84600620781325,130.8029490326399,109.83680318888423,124.60696924774135,177.8504754137789,0.0
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,1,119.67183739464257,129.95846641742438,109.64028297010178,123.77636397887481,177.83137021080174,0.0008114831621845044
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,2,119.45040908371946,129.1503880614015,109.38038407634663,122.98897657755171,177.8367404218137,0.0008185428904761761
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,3,119.23184030294222,127.94179515699946,109.0972814520438,121.77445846464884,177.831867534323,0.0014988832141393943
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,4,118.87359122299476,128.0343374092766,108.61088141902732,121.7657346043105,177.8842099843963,0.001627235452596279
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,5,118.31901576027428,129.42020467623425,107.84754708774288,123.00995430223287,178.01245305694982,0.0019231435086323359
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,6,118.09499563274618,132.60339693431638,107.29288816946841,125.96221706925944,178.2084741788747,0.00264571040049646
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,7,118.09296152783875,137.91761887603934,106.8915789560699,130.98265915934107,178.4501672352461,0.0030195657385075013
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,8,118.14844019986117,144.43636347162754,106.49947825813558,137.21686690639106,178.7239380432505,0.0034405432196219113
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,9,118.46025953786334,149.97207805411043,106.33092915341079,142.5492643924015,179.00037234822494,0.004344611579701262
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,10,119.11841191494538,154.4552935284484,106.44841565083169,146.874517389146,179.2786745226897,0.005135855010057531
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,11,119.61439644320716,156.7318721742878,106.42084222139316,149.1412311147144,179.56385920781642,0.005868329323688674
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,12,119.77188620675874,157.33496073084993,106.19780032272482,149.75084033100103,179.76063023646964,0.0067365643851614075
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,13,117.25831584374392,155.29739864950596,104.25067550173341,147.5623044396781,179.74978946705446,0.007528391165922507
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,14,113.79473983458352,150.73947515576762,101.99928908585825,142.6637317937801,179.49017208060403,0.008650861890617015
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,15,110.8732626307091,146.51184179205728,100.17808590415544,137.98994690539965,179.1974397314898,0.009241581274585525
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,16,109.02306979233359,143.22077539920815,99.38999613772157,134.17715433069768,178.88995728555773,0.009680588684421919
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,17,108.40866167479813,141.1073015519928,99.52649866774365,131.58234325989505,178.74136856392045,0.0092373021973413
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,18,110.63615676251531,141.53289473297724,101.34839995152052,131.62048173652585,178.96359469859527,0.008506863643044987
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,19,115.42312022946686,145.28740493640987,104.94295091676433,135.37560384949242,179.58664989034943,0.008033013845259465
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,20,121.68320989281048,149.14831184772012,109.97994731492128,139.32391732299166,179.6846904211625,0.008847722701531585
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,21,127.82161169953636,152.53794398612703,115.22465595687514,142.844440802064,179.01332784290642,0.007955455493908206
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,22,133.71422900907348,154.16359026581773,120.6603416338386,144.81265613690363,178.52859598937218,0.007193366068460232
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,23,139.65025109082603,155.45893635126654,126.22348698576673,146.3842098927407,178.18361596182973,0.010341822510647358
WhatsApp Video 2025-10-12 at 9.49.13 PM (1).mp4,24,144.1532382976713,155.9037747194641,130.96841238172883,146.8225974015989,178.11418954873972,0.012633088761393012
