video,frame,nx_0,ny_0,nx_1,ny_1,nx_2,ny_2,nx_3,ny_3,nx_4,ny_4,nx_5,ny_5,nx_6,ny_6,nx_7,ny_7,nx_8,ny_8,nx_9,ny_9,nx_10,ny_10,nx_11,ny_11,nx_12,ny_12,nx_13,ny_13,nx_14,ny_14,nx_15,ny_15,nx_16,ny_16,nx_17,ny_17,nx_18,ny_18,nx_19,ny_19,nx_20,ny_20,nx_21,ny_21,nx_22,ny_22,nx_23,ny_23,nx_24,ny_24,nx_25,ny_25,nx_26,ny_26,nx_27,ny_27,nx_28,ny_28,nx_29,ny_29,nx_30,ny_30,nx_31,ny_31,nx_32,ny_32
Video18,0,0.4792645573616028,0.4781801402568817,0.48722150921821594,0.4691181480884552,0.4929790198802948,0.46910133957862854,0.49879807233810425,0.4689481556415558,0.46907511353492737,0.4689364731311798,0.4613223969936371,0.46912136673927307,0.45196786522865295,0.4695260524749756,0.5027866363525391,0.472521036863327,0.4364747107028961,0.4762343466281891,0.4886276125907898,0.487213671207428,0.4656318426132202,0.48663976788520813,0.5636484026908875,0.5169872045516968,0.3720153570175171,0.5239112377166748,0.57242751121521,0.6006292700767517,0.36567503213882446,0.5919080376625061,0.5641065239906311,0.6681200265884399,0.3609418272972107,0.6129747033119202,0.5814787149429321,0.685880720615387,0.34392285346984863,0.6241188645362854,0.5643299221992493,0.6816478967666626,0.3468951880931854,0.6186249852180481,0.5245140790939331,0.6325255036354065,0.3645598888397217,0.6180999875068665,0.5397903323173523,0.580552339553833,0.41796571016311646,0.5857153534889221,0.5420331954956055,0.6239088177680969,0.4145808219909668,0.639579713344574,0.5493556261062622,0.7532775402069092,0.40048035979270935,0.7493261694908142,0.5415990352630615,0.7653607726097107,0.4022081196308136,0.7635554075241089,0.5465005040168762,0.7861100435256958,0.3845144212245941,0.7873107194900513
Video18,1,0.4785889685153961,0.4863051772117615,0.4859088957309723,0.47626981139183044,0.49170374870300293,0.4760729670524597,0.49782794713974,0.47587281465530396,0.4683854281902313,0.47652116417884827,0.4609593152999878,0.4766457974910736,0.4519621431827545,0.47675028443336487,0.5026390552520752,0.47958603501319885,0.4369417428970337,0.4813857972621918,0.4877431392669678,0.49587416648864746,0.4653042256832123,0.4958013892173767,0.5582250356674194,0.5277022123336792,0.38249796628952026,0.5340582728385925,0.5773018002510071,0.6099451184272766,0.3717209994792938,0.6090142726898193,0.5543621778488159,0.6297934651374817,0.3889813721179962,0.6115062236785889,0.5465359091758728,0.6183604598045349,0.3882054090499878,0.615364134311676,0.5268376469612122,0.6161710023880005,0.3906441926956177,0.6127378344535828,0.5129786133766174,0.6126869320869446,0.3957942724227905,0.6110154986381531,0.5344576835632324,0.6518023610115051,0.42534565925598145,0.653658926486969,0.5395950078964233,0.6265014410018921,0.4126144051551819,0.6392486095428467,0.5530775189399719,0.7568392157554626,0.4067181348800659,0.751746654510498,0.5435080528259277,0.7712149620056152,0.4088520109653473,0.7647626996040344,0.5546854138374329,0.7851754426956177,0.39468327164649963,0.7875237464904785
Video18,2,0.47802433371543884,0.48222917318344116,0.48478907346725464,0.4742273986339569,0.49048134684562683,0.4742087423801422,0.4966402053833008,0.47413673996925354,0.4683166742324829,0.4742901027202606,0.4609856605529785,0.4742524027824402,0.4528135061264038,0.4742879271507263,0.5018253326416016,0.4776703119277954,0.43818169832229614,0.4791102409362793,0.48648008704185486,0.49133071303367615,0.46523118019104004,0.49104180932044983,0.5529203414916992,0.5292647480964661,0.3873072862625122,0.5361036062240601,0.575947105884552,0.6004706025123596,0.36990615725517273,0.6090183854103088,0.5554774403572083,0.6052678227424622,0.39748796820640564,0.6198152899742126,0.5497102737426758,0.6134190559387207,0.39841681718826294,0.6303378939628601,0.5395442843437195,0.6108716726303101,0.40161266922950745,0.6263319253921509,0.5298872590065002,0.6070488691329956,0.4046880900859833,0.6215347051620483,0.5272976160049438,0.6578084230422974,0.4269188642501831,0.6572925448417664,0.5407517552375793,0.62185138463974,0.4093683063983917,0.625109076499939,0.552271842956543,0.7540944814682007,0.41124147176742554,0.7504556775093079,0.5414425730705261,0.7712722420692444,0.4218924343585968,0.7677427530288696,0.5568882822990417,0.7801938056945801,0.3938409984111786,0.783527672290802
Video18,3,0.4711865782737732,0.4842327833175659,0.4804653525352478,0.4758675992488861,0.4858821928501129,0.475874125957489,0.49231502413749695,0.47586891055107117,0.462598592042923,0.47583118081092834,0.4564853608608246,0.4758814573287964,0.44901829957962036,0.4761353135108948,0.49847412109375,0.4790869355201721,0.43769919872283936,0.4790373742580414,0.4797886610031128,0.4942130148410797,0.45850011706352234,0.4949818551540375,0.5415244698524475,0.5310134291648865,0.38975486159324646,0.531546413898468,0.5762494206428528,0.6011932492256165,0.3669307231903076,0.5965964794158936,0.5551021099090576,0.5917321443557739,0.3906365931034088,0.6110630631446838,0.5489089488983154,0.5992214679718018,0.39176422357559204,0.62242192029953,0.5399112701416016,0.5940828919410706,0.39674660563468933,0.6184310913085938,0.5310354232788086,0.5948317646980286,0.40025562047958374,0.6140784621238708,0.5199471712112427,0.6536183953285217,0.42528966069221497,0.6553764939308167,0.5453137755393982,0.6237384676933289,0.40676629543304443,0.6266697645187378,0.5488567352294922,0.7576687335968018,0.4136538505554199,0.7509212493896484,0.534972071647644,0.7750624418258667,0.4252146780490875,0.7664294242858887,0.5594323873519897,0.7791485786437988,0.39658501744270325,0.7850167155265808
Video18,4,0.4702260196208954,0.4823056161403656,0.47892600297927856,0.47511181235313416,0.4845118224620819,0.47516006231307983,0.49050724506378174,0.47542524337768555,0.4616227447986603,0.47511887550354004,0.4554734528064728,0.4752953350543976,0.44853562116622925,0.47530555725097656,0.4958518445491791,0.48006218671798706,0.4375443160533905,0.4799467623233795,0.4797579348087311,0.49264875054359436,0.4579600393772125,0.4922352731227875,0.5438742637634277,0.5314764976501465,0.38797807693481445,0.5316857099533081,0.5715853571891785,0.5972536206245422,0.364067405462265,0.5951895117759705,0.5491387248039246,0.612835705280304,0.3912462890148163,0.6203759908676147,0.5453407764434814,0.6245407462120056,0.39529547095298767,0.6329271793365479,0.5380855798721313,0.618395209312439,0.40156346559524536,0.6268118023872375,0.531810998916626,0.6144900918006897,0.4032079577445984,0.6212193965911865,0.5190297961235046,0.6536900997161865,0.4241894781589508,0.6529227495193481,0.5477466583251953,0.6259644031524658,0.4058634340763092,0.6310063004493713,0.5424664616584778,0.7601029276847839,0.40987953543663025,0.7554009556770325,0.5284408330917358,0.7774479985237122,0.42164722084999084,0.7700501680374146,0.557889461517334,0.7824310064315796,0.3919104039669037,0.7877235412597656
Video18,5,0.46827736496925354,0.4810292720794678,0.477977991104126,0.4754650294780731,0.4839929938316345,0.47581225633621216,0.4891926646232605,0.4759722948074341,0.46025335788726807,0.4745528995990753,0.45444783568382263,0.47458013892173767,0.4479667842388153,0.47486644983291626,0.4938795268535614,0.4788092076778412,0.43768560886383057,0.47821274399757385,0.4780517518520355,0.49155423045158386,0.45554086565971375,0.49095577001571655,0.5400336384773254,0.5320611000061035,0.3864014446735382,0.532376229763031,0.5663445591926575,0.5940805077552795,0.36245641112327576,0.5978824496269226,0.5509482622146606,0.6172959804534912,0.3910248577594757,0.6210219264030457,0.5455562472343445,0.6300448775291443,0.39718398451805115,0.6305500864982605,0.5394481420516968,0.6263072490692139,0.40380221605300903,0.6255531311035156,0.5333272218704224,0.6212504506111145,0.40438395738601685,0.6217623353004456,0.513904869556427,0.6534914970397949,0.4237444996833801,0.6522122621536255,0.5478860139846802,0.6294034123420715,0.40471935272216797,0.6337938904762268,0.5338951349258423,0.7622104287147522,0.40863266587257385,0.756913423538208,0.5199321508407593,0.7792751789093018,0.42130711674690247,0.771694540977478,0.5546112060546875,0.7868477702140808,0.3929806649684906,0.7904641032218933
Video18,6,0.4674800634384155,0.48015809059143066,0.47671759128570557,0.47345438599586487,0.4824957847595215,0.47389838099479675,0.48696690797805786,0.47440779209136963,0.45959779620170593,0.4729888439178467,0.45398610830307007,0.4730394184589386,0.44785478711128235,0.47308048605918884,0.4928388297557831,0.4799462854862213,0.43787577748298645,0.47818899154663086,0.47777047753334045,0.4895196855068207,0.4550345838069916,0.4889928102493286,0.5412948131561279,0.5322319269180298,0.38546496629714966,0.5324978232383728,0.5642167329788208,0.5889616012573242,0.36249732971191406,0.5967580080032349,0.5510830283164978,0.613431453704834,0.38983452320098877,0.6178310513496399,0.553385317325592,0.6265135407447815,0.39622506499290466,0.6274546980857849,0.5462347865104675,0.6214238405227661,0.4031727612018585,0.622103750705719,0.5405680537223816,0.6170420050621033,0.4039232134819031,0.6185089945793152,0.5146488547325134,0.6427618265151978,0.42313626408576965,0.6442885398864746,0.5493851900100708,0.6382668614387512,0.40333783626556396,0.6378399729728699,0.5321695804595947,0.7634119987487793,0.41007041931152344,0.7573582530021667,0.5193207859992981,0.7801912426948547,0.42224109172821045,0.771088719367981,0.5503371357917786,0.7896531820297241,0.3924146890640259,0.7921890616416931
Video18,7,0.4666289687156677,0.4807567596435547,0.47554484009742737,0.47465774416923523,0.48097941279411316,0.47510063648223877,0.4851447343826294,0.47562769055366516,0.4587433934211731,0.47411733865737915,0.4532665014266968,0.4743603467941284,0.44747480750083923,0.47479236125946045,0.49119338393211365,0.48027199506759644,0.4378857910633087,0.4797987639904022,0.4771435856819153,0.4899418354034424,0.4543885290622711,0.4894298017024994,0.5416026711463928,0.532831072807312,0.38520583510398865,0.533342182636261,0.5663198828697205,0.5900079607963562,0.36275723576545715,0.5977472066879272,0.5516125559806824,0.6123060584068298,0.3897351920604706,0.616246223449707,0.5561745166778564,0.6251298189163208,0.39585423469543457,0.6258893609046936,0.547541081905365,0.6201055645942688,0.4034600853919983,0.6208505630493164,0.5425107479095459,0.6155433058738708,0.40427419543266296,0.6172584891319275,0.516264021396637,0.6390746235847473,0.4231370985507965,0.6423165798187256,0.5499265193939209,0.6438520550727844,0.40288183093070984,0.6425132155418396,0.5318651795387268,0.7624263167381287,0.4095058739185333,0.7579299211502075,0.5182283520698547,0.7785698175430298,0.4212806224822998,0.7720098495483398,0.5483039617538452,0.7904307842254639,0.3938490152359009,0.7923134565353394
Video18,8,0.4669584631919861,0.48169034719467163,0.4759073853492737,0.4759676158428192,0.4808335602283478,0.47633469104766846,0.48484519124031067,0.47664105892181396,0.4588828980922699,0.47530773282051086,0.4532570242881775,0.4753468632698059,0.44748204946517944,0.4756421148777008,0.4913380742073059,0.4810400605201721,0.4381101727485657,0.4799238443374634,0.47723692655563354,0.491787850856781,0.45453205704689026,0.49179020524024963,0.5411281585693359,0.5323978662490845,0.38518714904785156,0.5336813926696777,0.5672252178192139,0.5912770628929138,0.362650066614151,0.5974445343017578,0.5527490377426147,0.6111060380935669,0.39069655537605286,0.6180984973907471,0.5565750002861023,0.6230089068412781,0.39721840620040894,0.6284123063087463,0.5475578904151917,0.6182823777198792,0.4054681062698364,0.6230085492134094,0.5426811575889587,0.6141101121902466,0.40616893768310547,0.6195152997970581,0.5173414349555969,0.6383717060089111,0.4243471324443817,0.6425833702087402,0.5506455898284912,0.6436943411827087,0.4034791886806488,0.6432604789733887,0.5305806398391724,0.7621382474899292,0.40968212485313416,0.7583327293395996,0.5182250142097473,0.7776434421539307,0.4206845462322235,0.773013174533844,0.5435435175895691,0.7896003723144531,0.3946630656719208,0.7919226884841919
Video18,9,0.46719178557395935,0.4817294776439667,0.4760454595088959,0.4750957489013672,0.48058345913887024,0.4755419194698334,0.48499345779418945,0.47598814964294434,0.4589751362800598,0.4745967984199524,0.45320889353752136,0.47475409507751465,0.4474931061267853,0.4749717116355896,0.4913783371448517,0.4805395007133484,0.43820515275001526,0.4800213873386383,0.4773726165294647,0.4916083812713623,0.45467090606689453,0.49169766902923584,0.5408609509468079,0.5324551463127136,0.3851267695426941,0.5336594581604004,0.5686067938804626,0.593669056892395,0.3627679944038391,0.5982677340507507,0.5534448623657227,0.6118503212928772,0.39011380076408386,0.617813766002655,0.5565197467803955,0.6229805946350098,0.3965296745300293,0.6288732290267944,0.5469635725021362,0.6185493469238281,0.4051792025566101,0.6227570176124573,0.5423045754432678,0.6146674156188965,0.40589413046836853,0.6192654371261597,0.5180595517158508,0.6380137205123901,0.42504599690437317,0.6421282887458801,0.550701916217804,0.6447424292564392,0.40308818221092224,0.6434451341629028,0.5310757756233215,0.7625490427017212,0.41045811772346497,0.7582067251205444,0.5190794467926025,0.7781956791877747,0.420455664396286,0.7726594805717468,0.5445279479026794,0.7901157736778259,0.39443013072013855,0.7923938035964966
