video,frame,nx_0,ny_0,nx_1,ny_1,nx_2,ny_2,nx_3,ny_3,nx_4,ny_4,nx_5,ny_5,nx_6,ny_6,nx_7,ny_7,nx_8,ny_8,nx_9,ny_9,nx_10,ny_10,nx_11,ny_11,nx_12,ny_12,nx_13,ny_13,nx_14,ny_14,nx_15,ny_15,nx_16,ny_16,nx_17,ny_17,nx_18,ny_18,nx_19,ny_19,nx_20,ny_20,nx_21,ny_21,nx_22,ny_22,nx_23,ny_23,nx_24,ny_24,nx_25,ny_25,nx_26,ny_26,nx_27,ny_27,nx_28,ny_28,nx_29,ny_29,nx_30,ny_30,nx_31,ny_31,nx_32,ny_32
Video12,0,0.46021923422813416,0.428592324256897,0.4670332372188568,0.4197651147842407,0.4727322459220886,0.4199616312980652,0.47845807671546936,0.42024657130241394,0.4519740045070648,0.42005714774131775,0.4459189176559448,0.42042219638824463,0.4395909011363983,0.42108991742134094,0.484468936920166,0.4249660074710846,0.428649365901947,0.42583760619163513,0.4682457447052002,0.4397241473197937,0.45086801052093506,0.440220445394516,0.546423614025116,0.4803176820278168,0.37945321202278137,0.479560524225235,0.5792203545570374,0.5511402487754822,0.35199958086013794,0.5508068799972534,0.5621123313903809,0.5532772541046143,0.3863743245601654,0.5619513392448425,0.5607617497444153,0.5660815238952637,0.388204425573349,0.5688295960426331,0.5511440634727478,0.5593150854110718,0.3914697468280792,0.5632920861244202,0.5446206331253052,0.5546357035636902,0.3933428227901459,0.5602121949195862,0.5226935744285583,0.6107980012893677,0.41479939222335815,0.6105954051017761,0.5609716773033142,0.5740372538566589,0.3942910134792328,0.5800212025642395,0.5584011673927307,0.6995716094970703,0.40929052233695984,0.6998991966247559,0.5423352122306824,0.7147950530052185,0.4194963872432709,0.7151918411254883,0.5712085366249084,0.7308206558227539,0.3965400457382202,0.7334643006324768
Video12,1,0.4513685703277588,0.42321163415908813,0.4595479667186737,0.41513001918792725,0.46398839354515076,0.41511693596839905,0.46871110796928406,0.4152641296386719,0.4414352476596832,0.4156816899776459,0.4351741075515747,0.41596609354019165,0.42756590247154236,0.41634783148765564,0.47672465443611145,0.41920554637908936,0.4187092185020447,0.4203691780567169,0.46211346983909607,0.43246668577194214,0.44095954298973083,0.43225201964378357,0.5387863516807556,0.47155389189720154,0.3698340058326721,0.4739193320274353,0.5690186023712158,0.5419342517852783,0.3379616141319275,0.542748212814331,0.5394905209541321,0.5551005601882935,0.37225109338760376,0.5547394156455994,0.5330578684806824,0.5674557685852051,0.37815403938293457,0.5663146376609802,0.523170530796051,0.559606671333313,0.3863188624382019,0.5580129027366638,0.5192694664001465,0.5547932982444763,0.3873116970062256,0.5533016920089722,0.512964129447937,0.6030791401863098,0.4077010154724121,0.6048493981361389,0.5467535853385925,0.5689284801483154,0.3828955292701721,0.5708810091018677,0.5419217944145203,0.6932542324066162,0.3980526030063629,0.6929436922073364,0.5268068313598633,0.7081928849220276,0.409967839717865,0.7076528668403625,0.5520806312561035,0.7231097221374512,0.3857422173023224,0.7254716157913208
Video12,2,0.44687172770500183,0.4196012616157532,0.4578043818473816,0.4128064215183258,0.46327847242355347,0.41299164295196533,0.46820783615112305,0.41335180401802063,0.4401393532752991,0.413013219833374,0.43434232473373413,0.4134671092033386,0.428633451461792,0.4138650596141815,0.4748753309249878,0.41705286502838135,0.4231732487678528,0.417203426361084,0.45662516355514526,0.4301788806915283,0.4352831542491913,0.43061956763267517,0.5257246494293213,0.4733917713165283,0.36639928817749023,0.47185584902763367,0.5555210113525391,0.5359951853752136,0.3401942551136017,0.5343343019485474,0.5427897572517395,0.5549780130386353,0.368708997964859,0.5579203367233276,0.5385128259658813,0.5694584846496582,0.37581104040145874,0.5696094632148743,0.5318883061408997,0.5620037317276001,0.3853936493396759,0.5625893473625183,0.5291503071784973,0.5565350651741028,0.3868452310562134,0.5582125782966614,0.5038122534751892,0.5935829877853394,0.40816831588745117,0.5930015444755554,0.5427687168121338,0.5701178908348083,0.39062580466270447,0.5733606219291687,0.5419285297393799,0.691684365272522,0.40675798058509827,0.6924973726272583,0.528282642364502,0.7092053890228271,0.4204237759113312,0.7068362832069397,0.5560236573219299,0.7200359106063843,0.3926686942577362,0.7246343493461609
Video12,3,0.45009922981262207,0.41749241948127747,0.460038423538208,0.41124799847602844,0.46470820903778076,0.4114135801792145,0.46893277764320374,0.4116147458553314,0.44200795888900757,0.411237895488739,0.4346630871295929,0.4116121530532837,0.4281993806362152,0.41198670864105225,0.47491106390953064,0.4168073236942291,0.4213024973869324,0.41619691252708435,0.4607064425945282,0.427217960357666,0.43723809719085693,0.42783138155937195,0.5279510021209717,0.47386083006858826,0.3676298260688782,0.4727393388748169,0.554121732711792,0.5353150963783264,0.3408014178276062,0.5377800464630127,0.5423151850700378,0.5604633688926697,0.3727242350578308,0.5577203631401062,0.5376104116439819,0.5757200121879578,0.37906432151794434,0.5684586763381958,0.5296971201896667,0.5668578147888184,0.389459490776062,0.5620555877685547,0.5285512804985046,0.5614122152328491,0.3903818428516388,0.5575425028800964,0.5098180174827576,0.5917196273803711,0.41027113795280457,0.5914406180381775,0.5386608839035034,0.5735039114952087,0.38535723090171814,0.5779529213905334,0.5402690172195435,0.6949087977409363,0.40591439604759216,0.6941400766372681,0.5275139808654785,0.7104582786560059,0.41930222511291504,0.70779949426651,0.5522986650466919,0.7208275198936462,0.3910943865776062,0.7243941426277161
Video12,4,0.4508470594882965,0.41629892587661743,0.45974358916282654,0.41089412569999695,0.4638039171695709,0.4113480746746063,0.468585729598999,0.4117095172405243,0.4427512586116791,0.41037717461586,0.4363456070423126,0.4108264148235321,0.42897701263427734,0.4114004075527191,0.4735991656780243,0.41607677936553955,0.42250025272369385,0.41573619842529297,0.4602729380130768,0.42667585611343384,0.4382837414741516,0.4265085756778717,0.5245930552482605,0.4739704430103302,0.36746737360954285,0.47265374660491943,0.5515806078910828,0.530432403087616,0.34062913060188293,0.5366987586021423,0.5400732159614563,0.5591424107551575,0.3716036379337311,0.5574939250946045,0.5365422368049622,0.5737342238426208,0.3776082694530487,0.5686174035072327,0.5281732678413391,0.5664542317390442,0.3883873522281647,0.5630573630332947,0.5265454649925232,0.5618417263031006,0.38947591185569763,0.558466374874115,0.5048736929893494,0.5875259041786194,0.40915849804878235,0.5887237787246704,0.535290539264679,0.5791108012199402,0.38847607374191284,0.5785383582115173,0.5387914776802063,0.6965689063072205,0.4050842225551605,0.6953418850898743,0.5255324840545654,0.7116684913635254,0.4184039235115051,0.7083566188812256,0.553367555141449,0.7246229648590088,0.39366063475608826,0.7251049876213074
Video12,5,0.44940200448036194,0.4159729480743408,0.45826905965805054,0.409806489944458,0.4629262685775757,0.4104040265083313,0.4680911600589752,0.4110245406627655,0.4421673119068146,0.409537672996521,0.43616142868995667,0.40983015298843384,0.4288681149482727,0.41037246584892273,0.47348764538764954,0.4159671664237976,0.42268943786621094,0.41572967171669006,0.45921745896339417,0.42554447054862976,0.4369007349014282,0.42502379417419434,0.5246001482009888,0.47399234771728516,0.36879220604896545,0.47157785296440125,0.5486271977424622,0.5320584177970886,0.341570109128952,0.5346620678901672,0.5361843705177307,0.5594858527183533,0.36942535638809204,0.5554203987121582,0.5335730910301208,0.5744931697845459,0.3744729161262512,0.5669907927513123,0.5263221859931946,0.5671521425247192,0.38631632924079895,0.5618231296539307,0.5244221687316895,0.5627075433731079,0.3877496123313904,0.5574183464050293,0.4986523389816284,0.5839124321937561,0.40594419836997986,0.5852568745613098,0.5384867787361145,0.5793259739875793,0.38803064823150635,0.5774490833282471,0.5389822721481323,0.6934033036231995,0.4036136269569397,0.6935514807701111,0.5248286128044128,0.7085803151130676,0.4161057472229004,0.705876886844635,0.5460324883460999,0.722976565361023,0.397047221660614,0.7246481776237488
Video12,6,0.4475753903388977,0.4157513678073883,0.4569976329803467,0.4102139472961426,0.46127259731292725,0.41050371527671814,0.46642109751701355,0.4110111594200134,0.4407890737056732,0.4098484516143799,0.43443700671195984,0.4101206362247467,0.42756566405296326,0.4105985164642334,0.47232741117477417,0.4160124361515045,0.42117229104042053,0.41615045070648193,0.45806246995925903,0.42466869950294495,0.4350707232952118,0.42420992255210876,0.5257036685943604,0.47361257672309875,0.36822423338890076,0.47203654050827026,0.5536423921585083,0.5284035801887512,0.3415239751338959,0.5342892408370972,0.544642984867096,0.5532253980636597,0.3685438334941864,0.5535430908203125,0.5420306324958801,0.5669945478439331,0.37414029240608215,0.5647088289260864,0.5324058532714844,0.5614647269248962,0.38652658462524414,0.5596010684967041,0.5301221609115601,0.5572006106376648,0.3878330886363983,0.5554141998291016,0.4982982575893402,0.5795300602912903,0.4035440683364868,0.5820977091789246,0.5448694825172424,0.5867505073547363,0.38776034116744995,0.580598771572113,0.5333911180496216,0.6962640285491943,0.407316654920578,0.6951794624328613,0.5171003341674805,0.7122891545295715,0.4188150465488434,0.7081575989723206,0.5520187616348267,0.7250335812568665,0.39896059036254883,0.7275373935699463
Video12,7,0.44789981842041016,0.41447800397872925,0.4569379687309265,0.4098581075668335,0.4607958197593689,0.410449743270874,0.46546289324760437,0.41101551055908203,0.4410189092159271,0.4093952178955078,0.4342847466468811,0.40978550910949707,0.4278273284435272,0.4103378355503082,0.4716475009918213,0.4157598912715912,0.42050701379776,0.41580212116241455,0.4587100148200989,0.4234107732772827,0.43491289019584656,0.4230484068393707,0.5250140428543091,0.47258028388023376,0.3673962652683258,0.47155317664146423,0.5513831973075867,0.5294588208198547,0.34121236205101013,0.5337592363357544,0.5438694357872009,0.5549576878547668,0.36907732486724854,0.554865837097168,0.5413174033164978,0.5681482553482056,0.37452465295791626,0.5670145750045776,0.5328824520111084,0.561790406703949,0.3864321708679199,0.5615109801292419,0.5304542779922485,0.5578621625900269,0.38778743147850037,0.5575036406517029,0.49854326248168945,0.5790432691574097,0.4041534662246704,0.583297848701477,0.5438326001167297,0.5854266285896301,0.38749751448631287,0.5828256607055664,0.5331350564956665,0.6938484311103821,0.40772679448127747,0.6929444670677185,0.519932210445404,0.7083809971809387,0.4189343750476837,0.7053695321083069,0.5484326481819153,0.7239923477172852,0.40302708745002747,0.725741982460022
Video12,8,0.44997820258140564,0.4152119755744934,0.4569360315799713,0.40948083996772766,0.4607122242450714,0.4099946618080139,0.4656166732311249,0.41070976853370667,0.44192177057266235,0.4089455306529999,0.4357466399669647,0.40916669368743896,0.4294643998146057,0.4095046818256378,0.471103310585022,0.4164992868900299,0.420602947473526,0.4160410165786743,0.4591296911239624,0.42457374930381775,0.4369029700756073,0.4238409399986267,0.5248917937278748,0.4722476601600647,0.36705702543258667,0.4714750647544861,0.5516570806503296,0.5286668539047241,0.34233802556991577,0.5328808426856995,0.5440448522567749,0.5540425181388855,0.36833086609840393,0.5535268783569336,0.5423172116279602,0.5673542022705078,0.3744789659976959,0.56495600938797,0.5325997471809387,0.5616263151168823,0.3867631256580353,0.559971809387207,0.529815673828125,0.5578100085258484,0.3874553143978119,0.5561872124671936,0.49604231119155884,0.5776469707489014,0.4022969901561737,0.5821565985679626,0.5458126664161682,0.5869539976119995,0.387302428483963,0.5827033519744873,0.5318207144737244,0.6963009834289551,0.4057287573814392,0.6917636394500732,0.5174307227134705,0.712169885635376,0.4166207015514374,0.7042030096054077,0.5476014018058777,0.7254228591918945,0.406907856464386,0.7243362069129944
Video12,9,0.4489182233810425,0.4145929217338562,0.4559467136859894,0.40924665331840515,0.45996180176734924,0.4098685085773468,0.4642351567745209,0.4104433059692383,0.44021743535995483,0.40863192081451416,0.4339279532432556,0.4090006649494171,0.4282176196575165,0.40952321887016296,0.47024795413017273,0.4161713123321533,0.4194434881210327,0.41580790281295776,0.4586554765701294,0.4241633415222168,0.4359250068664551,0.42350271344184875,0.5251369476318359,0.4734581410884857,0.3674483895301819,0.47193026542663574,0.5510138869285583,0.530044436454773,0.34352508187294006,0.5332365036010742,0.5440910458564758,0.553122878074646,0.3690803050994873,0.5549344420433044,0.5444275140762329,0.5661383271217346,0.37514418363571167,0.5672616958618164,0.5341708660125732,0.5607290267944336,0.38748812675476074,0.5617516040802002,0.5308190584182739,0.5569592714309692,0.388275146484375,0.5578209757804871,0.4967719614505768,0.5789860486984253,0.4031521677970886,0.5819907188415527,0.5490294694900513,0.5871304273605347,0.386644184589386,0.5819152593612671,0.5310788154602051,0.6967504620552063,0.4057885706424713,0.6901865601539612,0.5171219706535339,0.7117918729782104,0.4159183204174042,0.7016570568084717,0.5472615957260132,0.7271984219551086,0.4042719006538391,0.7261900305747986
